timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt
12917454,-0.015836364,-0.021643374,-0.12551497,4000,0,0.32302487,0.5646458,-11.70678,4000
12921454,0.18675342,-0.012299773,-0.11217679,4000,0,0.02657179,-0.111434154,-10.568078,4000
12925486,0.08986119,0.055966523,-0.1986638,4032,0,-0.8716333,-0.63673365,-10.593796,4032
12929485,0.028597085,0.017849108,-0.21455744,3999,0,1.540953,0.66164064,-10.012983,3999
12933463,0.25947276,0.019502705,-0.17604786,3978,0,-1.2356352,1.3710603,-12.207925,3978
12937454,0.17066872,0.0093611125,-0.23764014,3991,0,0.45691213,-1.2751448,-10.098982,3991
12941456,0.053832732,0.021722084,-0.21025836,4002,0,0.9375909,1.3421595,-10.108344,4002
12945462,0.23294467,-0.039302576,-0.1507967,4006,0,-2.7115805,3.3263676,-13.482489,4006
12949454,0.24404366,-0.04878064,-0.17264622,3992,0,0.6678592,-2.6714165,-10.534775,3992
12953462,-0.0015302085,-0.023028485,-0.1695004,4008,0,-0.16980629,0.6716219,-12.110441,4008
12957468,0.14699078,-0.05929809,-0.13037616,4006,0,-0.80120486,2.8318934,-12.394692,4006
12962254,0.2649671,-0.15727101,-0.19174452,4786,0,0.34695715,-2.8177078,-11.279197,4786
12966254,0.031099055,-0.01509728,-0.22072856,4000,0,-0.11821404,-0.92092776,-12.009698,4000
12970260,0.06523824,-0.014400018,-0.23508964,4006,0,-0.31243095,2.836226,-10.183791,4006
12974300,0.32372174,-0.2461472,-0.27923596,4040,0,-0.2107304,-2.0010202,-12.301008,4040
12979054,0.033217013,0.013746126,-0.2715805,4754,0,-0.80297077,-1.2720065,-12.588183,4754
12983054,0.021233793,-0.0037248866,-0.25902978,4000,0,2.2026823,3.1300154,-6.8331885,4000
